id;pid;t_start;t_wallclock;t_process;score;pipeline;error;parent0;parent1;origin
c317a366-46f1-4d91-b6c4-5a2b5c500768;14308;2023-06-27 03:17:44,697823;1.1772754192352295;1.6875;(-0.5327426413818512, -3);LogisticRegression(MaxAbsScaler(StandardScaler(data)), LogisticRegression.C=1.0, LogisticRegression.dual=False, LogisticRegression.penalty='l2', LogisticRegression.solver='lbfgs');None;;;unknown
95fad896-79a6-4df7-8dc4-67c253f827dc;13580;2023-06-27 03:17:44,696823;1.8254218101501465;3.46875;(-0.49713525660616653, -1);LogisticRegression(data, LogisticRegression.C=25.0, LogisticRegression.dual=False, LogisticRegression.penalty='l2', LogisticRegression.solver='lbfgs');None;;;unknown
c15938c0-126e-4c97-b321-3098c892dcd2;9732;2023-06-27 03:17:44,695822;1.9044623374938965;2.78125;(-0.6563270897657627, -2);LogisticRegression(MinMaxScaler(data), LogisticRegression.C=0.5, LogisticRegression.dual=False, LogisticRegression.penalty='l2', LogisticRegression.solver='lbfgs');None;;;unknown
6c6cf693-8e15-4d39-80bc-570d8066b980;13580;2023-06-27 03:17:46,524245;0.20357298851013184;0.484375;(-2.2328388793362066, -2);LogisticRegression(MaxAbsScaler(data), LogisticRegression.C=0.001, LogisticRegression.dual=False, LogisticRegression.penalty='l2', LogisticRegression.solver='lbfgs');None;;;unknown
c38f6f06-90b6-43eb-a5cc-eae174ae7b1e;13580;2023-06-27 03:17:46,728818;0.11302566528320312;0.296875;(-1.3773760201971883, -2);MultinomialNB(Normalizer(data, Normalizer.norm='max'), alpha=0.1, fit_prior=False);None;;;unknown
6f8cd2c1-0e43-40a4-9cf9-52187058965f;13580;2023-06-27 03:17:46,842844;0.013002872467041016;0.0;(-inf, -2);GradientBoostingClassifier(VarianceThreshold(data, VarianceThreshold.threshold=0.55), GradientBoostingClassifier.learning_rate=0.1, GradientBoostingClassifier.max_depth=5, GradientBoostingClassifier.max_features=1.0, GradientBoostingClassifier.min_samples_leaf=17, GradientBoostingClassifier.min_samples_split=3, GradientBoostingClassifier.n_estimators=100, GradientBoostingClassifier.subsample=0.15000000000000002);<class 'ValueError'> No feature in X meets the variance threshold 0.55000;;;unknown
f2a62691-85f9-471d-bc2f-8d10f4a62ac1;7948;2023-06-27 03:17:44,696823;5.261389493942261;7.4375;(-0.55614392703848, -3);ExtraTreesClassifier(PCA(SelectFwe(data, SelectFwe.alpha=0.03, SelectFwe.score_func=f_classif), PCA.iterated_power=4, PCA.svd_solver='randomized'), ExtraTreesClassifier.bootstrap=False, ExtraTreesClassifier.criterion='entropy', ExtraTreesClassifier.max_features=0.9500000000000001, min_samples_leaf=1, min_samples_split=2, ExtraTreesClassifier.n_estimators=100);None;;;unknown
e5baf5c2-99ac-43d2-b9da-a5ca70f080af;12936;2023-06-27 03:17:44,697823;6.206416130065918;6.0625;(-0.818135059920046, -2);GradientBoostingClassifier(Normalizer(data, Normalizer.norm='max'), GradientBoostingClassifier.learning_rate=0.1, GradientBoostingClassifier.max_depth=3, GradientBoostingClassifier.max_features=0.5, GradientBoostingClassifier.min_samples_leaf=11, GradientBoostingClassifier.min_samples_split=9, GradientBoostingClassifier.n_estimators=100, GradientBoostingClassifier.subsample=0.05);None;;;unknown
d9cd89eb-4043-4b10-b009-85148ef66a92;7948;2023-06-27 03:17:50,055234;1.3121273517608643;1.46875;(-0.7965349108528582, -3);ExtraTreesClassifier(SelectPercentile(RobustScaler(data), SelectPercentile.percentile=39, SelectPercentile.score_func=f_classif), ExtraTreesClassifier.bootstrap=True, ExtraTreesClassifier.criterion='entropy', ExtraTreesClassifier.max_features=0.7500000000000001, min_samples_leaf=19, min_samples_split=18, ExtraTreesClassifier.n_estimators=100);None;;;unknown
30d55784-19ae-4162-9a02-8d14ae08b067;7948;2023-06-27 03:17:51,403370;1.0807621479034424;3.875;(-0.5215616583454862, -3);LogisticRegression(SelectFwe(PCA(data, PCA.iterated_power=2, PCA.svd_solver='randomized'), SelectFwe.alpha=0.019, SelectFwe.score_func=f_classif), LogisticRegression.C=15.0, LogisticRegression.dual=False, LogisticRegression.penalty='l2', LogisticRegression.solver='lbfgs');None;;;unknown
