metalearner_name,dataset_id,neg_log_loss
portfolio_building,0,-0.13475544701413913
portfolio_building,0,-0.08016797181361417
portfolio_building,0,-0.0813578215025315
portfolio_building,0,-0.32160806793594404
portfolio_building,0,-0.12605885553416135
portfolio_building,0,-0.0493947840843391
portfolio_building,0,-0.12996918404589675
portfolio_building,0,-0.10630391014443115
portfolio_building,0,-0.04552810179024825
portfolio_building,0,-0.03341109132908656
portfolio_building,0,-0.078696735957458
portfolio_building,0,-0.015262438591975822
portfolio_building,0,-0.6708056141473717
portfolio_building,0,-0.021907157032084224
portfolio_building,0,-0.2366071513916152
portfolio_building,0,-0.029975602120351413
portfolio_building,0,-0.024658072017256248
portfolio_building,0,-0.03397494114850115
portfolio_building,0,-0.6323745792033011
portfolio_building,0,-0.09889470706721559
portfolio_building,0,-0.09531731645602601
portfolio_building,0,-0.06068486904644799
portfolio_building,0,-0.1516294031741551
portfolio_building,0,-0.42158890431955126
portfolio_building,0,-0.0690481695139551
portfolio_building,1,-1.2042965951166165
portfolio_building,1,-0.17048696664134708
portfolio_building,1,-0.9090438217999874
portfolio_building,1,-0.4099865152302594
portfolio_building,1,-0.3130911820741557
portfolio_building,1,-0.18183683308849533
portfolio_building,1,-9.31703669312078
portfolio_building,1,-0.957378191849205
portfolio_building,1,-0.13047834791033042
portfolio_building,1,-0.6621128442945965
portfolio_building,1,-0.31095294709509186
portfolio_building,1,-0.2265464811843806
portfolio_building,1,-3.185675775351347
portfolio_building,1,-0.11672358287443041
portfolio_building,1,-2.3700153892534654
portfolio_building,1,-0.12601306155645164
portfolio_building,1,-0.11137370337436173
portfolio_building,1,-0.4140946108432203
portfolio_building,1,-2.862315095093553
portfolio_building,1,-0.20816811126138762
portfolio_building,1,-1.0874611077943386
portfolio_building,1,-32.4593454604869
portfolio_building,1,-0.8486628702142761
portfolio_building,1,-0.9962368049296231
portfolio_building,1,-0.3578933357735353
portfolio_building,2,-0.3906927958139144
portfolio_building,2,-0.2941429682540339
portfolio_building,2,-0.24970641417440415
portfolio_building,2,-0.3002485867712484
portfolio_building,2,-0.32556906966318244
portfolio_building,2,-0.2204500793706596
portfolio_building,2,-0.46184905597145626
portfolio_building,2,-0.28990473350960855
portfolio_building,2,-0.47688858161542014
portfolio_building,2,-0.07556236974386296
portfolio_building,2,-0.31491804017916186
portfolio_building,2,-0.14851576000896677
portfolio_building,2,-0.8932715862542284
portfolio_building,2,-0.35786980260367496
portfolio_building,2,-0.8444986957007999
portfolio_building,2,-0.3024313843013708
portfolio_building,2,-0.3491051787414122
portfolio_building,2,-0.3272359593550715
portfolio_building,2,-1.0155456082141585
portfolio_building,2,-0.3071221758977709
portfolio_building,2,-0.7737801542755933
portfolio_building,2,-0.3899907217792514
portfolio_building,2,-0.24989699805857352
portfolio_building,2,-0.42608584459561083
portfolio_building,2,-0.43914070316460124
portfolio_building,3,-0.20337792764165158
portfolio_building,3,-0.18324044705448916
portfolio_building,3,-0.25744712270179126
portfolio_building,3,-0.14778670333141622
portfolio_building,3,-0.3773132763168512
portfolio_building,3,-0.1729158571083481
portfolio_building,3,-0.18586426814080403
portfolio_building,3,-0.17757566748622852
portfolio_building,3,-0.2207206634527939
portfolio_building,3,-0.295073366147994
portfolio_building,3,-0.1888452435433692
portfolio_building,3,-0.192056863001726
portfolio_building,3,-1.8996585222198956
portfolio_building,3,-2.6679886232749017
portfolio_building,3,-0.21255925403210962
portfolio_building,3,-0.25539929856941984
portfolio_building,3,-1.5589598429412643
portfolio_building,3,-0.19074333911649932
portfolio_building,3,-0.4649364969922465
portfolio_building,3,-0.2967648015456421
portfolio_building,3,-0.8117320553634326
portfolio_building,3,-0.6636729051281341
portfolio_building,3,-0.24535697317310362
portfolio_building,4,-0.6098862729357714
portfolio_building,4,-0.5134596698639473
portfolio_building,4,-0.45596201818926896
portfolio_building,4,-0.5078887761818792
portfolio_building,4,-0.4719130317958779
portfolio_building,4,-0.7838588333412346
portfolio_building,4,-0.7490939814023803
portfolio_building,4,-0.5021302763308464
portfolio_building,4,-0.5571711474462661
portfolio_building,4,-0.5411929137472424
portfolio_building,4,-0.46619939993829873
portfolio_building,4,-0.4511126978122069
portfolio_building,4,-2.210708318348168
portfolio_building,4,-0.38774024055376827
portfolio_building,4,-0.5350893132280483
portfolio_building,4,-0.5372865049117135
portfolio_building,4,-0.5124321193702661
portfolio_building,4,-1.3813023066481862
portfolio_building,4,-0.4776926447699037
portfolio_building,4,-0.7280348020606107
portfolio_building,4,-1.1168301758464703
portfolio_building,4,-0.46576360772345654
portfolio_building,4,-0.7480123117403403
portfolio_building,4,-0.5067727931398163
