id;pid;t_start;t_wallclock;t_process;score;pipeline;error;parent0;parent1;origin
48948f7e-78dc-43cc-befd-bdba83e1a221;6520;2023-07-02 17:31:25,710069;1.003739595413208;1.828125;(-0.1820413987056467, -3);LogisticRegression(MaxAbsScaler(StandardScaler(data)), LogisticRegression.C=1.0, LogisticRegression.dual=False, LogisticRegression.penalty='l2', LogisticRegression.solver='lbfgs');None;;;unknown
40a0d53e-c95a-4634-b0e8-a1bd5c2a75a5;16504;2023-07-02 17:31:25,708068;1.5608713626861572;3.203125;(-0.1564842420590886, -2);LogisticRegression(MinMaxScaler(data), LogisticRegression.C=0.5, LogisticRegression.dual=False, LogisticRegression.penalty='l2', LogisticRegression.solver='lbfgs');None;;;unknown
c6eb7c15-d8f6-4bfb-afdb-9f0e1a1d94fa;2456;2023-07-02 17:31:25,709069;1.5838768482208252;3.078125;(-0.3425274884414402, -1);LogisticRegression(data, LogisticRegression.C=25.0, LogisticRegression.dual=False, LogisticRegression.penalty='l2', LogisticRegression.solver='lbfgs');None;;;unknown
92800705-5056-471e-a1e1-40cf793cb265;16504;2023-07-02 17:31:27,269940;0.3705899715423584;1.265625;(-0.9226208597162835, -2);LogisticRegression(MaxAbsScaler(data), LogisticRegression.C=0.001, LogisticRegression.dual=False, LogisticRegression.penalty='l2', LogisticRegression.solver='lbfgs');None;;;unknown
9399fd2c-2156-4b03-b975-8587994db251;2456;2023-07-02 17:31:27,293945;0.488616943359375;0.984375;(-1.0704607195188673, -3);LogisticRegression(RBFSampler(SelectPercentile(data, SelectPercentile.percentile=38, SelectPercentile.score_func=f_classif), RBFSampler.gamma=0.8500000000000001), LogisticRegression.C=20.0, LogisticRegression.dual=False, LogisticRegression.penalty='l2', LogisticRegression.solver='lbfgs');None;;;unknown
ed706cfb-7492-4b1f-aae7-00dc86d194eb;2456;2023-07-02 17:31:27,783563;0.1960444450378418;0.71875;(-0.7998357539159573, -2);MultinomialNB(Normalizer(data, Normalizer.norm='max'), alpha=0.1, fit_prior=False);None;;;unknown
871cd7c8-d0c2-4f59-baf8-3941e5381825;12368;2023-07-02 17:31:25,710069;2.323549747467041;2.328125;(-0.20324159337721454, -2);GradientBoostingClassifier(Normalizer(data, Normalizer.norm='max'), GradientBoostingClassifier.learning_rate=0.1, GradientBoostingClassifier.max_depth=3, GradientBoostingClassifier.max_features=0.5, GradientBoostingClassifier.min_samples_leaf=11, GradientBoostingClassifier.min_samples_split=9, GradientBoostingClassifier.n_estimators=100, GradientBoostingClassifier.subsample=0.05);None;;;unknown
087fc1dd-482e-4581-bf43-0a57aec12512;18056;2023-07-02 17:31:25,709069;3.13928484916687;3.046875;(-0.15695436517849587, -1);GradientBoostingClassifier(data, GradientBoostingClassifier.learning_rate=0.1, GradientBoostingClassifier.max_depth=4, GradientBoostingClassifier.max_features=0.05, GradientBoostingClassifier.min_samples_leaf=12, GradientBoostingClassifier.min_samples_split=12, GradientBoostingClassifier.n_estimators=100, GradientBoostingClassifier.subsample=0.6000000000000001);None;;;unknown
946269e5-6566-4d26-9a79-5c1fc8475756;12368;2023-07-02 17:31:28,080629;2.1953012943267822;2.1875;(-0.28989438270495616, -3);ExtraTreesClassifier(SelectPercentile(RobustScaler(data), SelectPercentile.percentile=39, SelectPercentile.score_func=f_classif), ExtraTreesClassifier.bootstrap=True, ExtraTreesClassifier.criterion='entropy', ExtraTreesClassifier.max_features=0.7500000000000001, min_samples_leaf=19, min_samples_split=18, ExtraTreesClassifier.n_estimators=100);None;;;unknown
71131832-8b24-4a06-895c-2221aab4289c;12368;2023-07-02 17:31:30,298936;0.5081136226654053;2.1875;(-0.23782588893590767, -3);LogisticRegression(SelectFwe(PCA(data, PCA.iterated_power=2, PCA.svd_solver='randomized'), SelectFwe.alpha=0.019, SelectFwe.score_func=f_classif), LogisticRegression.C=15.0, LogisticRegression.dual=False, LogisticRegression.penalty='l2', LogisticRegression.solver='lbfgs');None;;;unknown
c2e9753a-4b5d-4ee3-a8d1-3e3d7dbcb5d7;7636;2023-07-02 17:31:25,710069;5.399049282073975;8.625;(-0.2341080935086576, -3);ExtraTreesClassifier(PCA(SelectFwe(data, SelectFwe.alpha=0.03, SelectFwe.score_func=f_classif), PCA.iterated_power=4, PCA.svd_solver='randomized'), ExtraTreesClassifier.bootstrap=False, ExtraTreesClassifier.criterion='entropy', ExtraTreesClassifier.max_features=0.9500000000000001, min_samples_leaf=1, min_samples_split=2, ExtraTreesClassifier.n_estimators=100);None;;;unknown
e56d4239-85fa-4980-a4a8-8f20a0c86da7;17840;2023-07-02 17:31:25,709069;5.7481279373168945;5.703125;(-0.11003484542487971, -2);GradientBoostingClassifier(MaxAbsScaler(data), GradientBoostingClassifier.learning_rate=0.1, GradientBoostingClassifier.max_depth=7, GradientBoostingClassifier.max_features=0.1, GradientBoostingClassifier.min_samples_leaf=19, GradientBoostingClassifier.min_samples_split=12, GradientBoostingClassifier.n_estimators=100, GradientBoostingClassifier.subsample=0.8500000000000001);None;;;unknown
d8e08ed5-39b5-49a3-859e-d3928969394a;12368;2023-07-02 17:31:30,812051;1.23378324508667;4.796875;(-0.8569453206260423, -2);ExtraTreesClassifier(Nystroem(data, Nystroem.gamma=0.4, Nystroem.kernel='linear', Nystroem.n_components=9), ExtraTreesClassifier.bootstrap=False, ExtraTreesClassifier.criterion='entropy', ExtraTreesClassifier.max_features=0.6500000000000001, min_samples_leaf=11, min_samples_split=17, ExtraTreesClassifier.n_estimators=100);None;;;unknown
44da18a7-fdbd-4bb6-b37a-1dd50dbc6711;2456;2023-07-02 17:31:27,980607;4.805908918380737;5.25;(-0.11156232901472292, -1);GradientBoostingClassifier(data, GradientBoostingClassifier.learning_rate=0.1, GradientBoostingClassifier.max_depth=6, GradientBoostingClassifier.max_features=0.1, GradientBoostingClassifier.min_samples_leaf=17, GradientBoostingClassifier.min_samples_split=8, GradientBoostingClassifier.n_estimators=100, GradientBoostingClassifier.subsample=0.7500000000000001);None;;;unknown
