metalearner_name,dataset_id,neg_log_loss
top_similarity_d2v,0,-0.044060755101497553
top_similarity_d2v,0,-0.02798638141366614
top_similarity_d2v,0,-0.025113410098090518
top_similarity_d2v,0,-0.022651239635100753
top_similarity_d2v,0,-0.029307745654710504
top_similarity_d2v,0,-0.010717820486555469
top_similarity_d2v,0,-0.009313208010523542
top_similarity_d2v,0,-0.14776646759147344
top_similarity_d2v,0,-0.06579618785942308
top_similarity_d2v,0,-0.06883201229664289
top_similarity_d2v,0,-0.11589472796156282
top_similarity_d2v,0,-0.11111543842498092
top_similarity_d2v,0,-0.6736064022943374
top_similarity_d2v,0,-0.6728767455567486
top_similarity_d2v,0,-0.6721759061253552
top_similarity_d2v,0,-0.040546668220895914
top_similarity_d2v,0,-0.040481343395119926
top_similarity_d2v,0,-0.04050562818221591
top_similarity_d2v,0,-0.04033915867587723
top_similarity_d2v,0,-0.07426607148673615
top_similarity_d2v,0,-0.2270553616595697
top_similarity_d2v,0,-0.2218949281304859
top_similarity_d2v,0,-0.23243121181545065
top_similarity_d2v,0,-0.23074727957287067
top_similarity_d2v,0,-0.22363377407627216
top_similarity_d2v,1,-0.6511052837817354
top_similarity_d2v,1,-0.656749260442784
top_similarity_d2v,1,-0.6821611356880638
top_similarity_d2v,1,-0.667786113500506
top_similarity_d2v,1,-0.670864202472848
top_similarity_d2v,1,-7.984034068371749
top_similarity_d2v,1,-3.2147515223957757
top_similarity_d2v,1,-7.9511320400701315
top_similarity_d2v,1,-0.8938750037163691
top_similarity_d2v,1,-0.2842905234958695
top_similarity_d2v,1,-1.0986738002571026
top_similarity_d2v,1,-1.023730173233768
top_similarity_d2v,1,-1.0244495537686855
top_similarity_d2v,1,-1.0843929687470388
top_similarity_d2v,1,-1.0252263650767903
top_similarity_d2v,1,-0.30880686109793587
top_similarity_d2v,1,-0.30715707271628523
top_similarity_d2v,1,-0.32263674045006746
top_similarity_d2v,1,-0.3301301663999109
top_similarity_d2v,1,-0.2974709894786093
top_similarity_d2v,1,-0.5437127087721826
top_similarity_d2v,1,-0.5464459453339883
top_similarity_d2v,1,-0.5467307010579621
top_similarity_d2v,1,-0.5439507907215198
top_similarity_d2v,1,-0.5394246775605236
top_similarity_d2v,2,-0.39848471966830235
top_similarity_d2v,2,-0.3818335077660008
top_similarity_d2v,2,-0.37917909566980856
top_similarity_d2v,2,-0.3933754299387717
top_similarity_d2v,2,-0.40771263800960705
top_similarity_d2v,2,-0.32154253934648536
top_similarity_d2v,2,-0.3145591435345217
top_similarity_d2v,2,-0.3064456467246303
top_similarity_d2v,2,-0.2846250478324208
top_similarity_d2v,2,-0.31347078413031426
top_similarity_d2v,2,-0.33468591885838006
top_similarity_d2v,2,-0.5823596452542459
top_similarity_d2v,2,-0.8942589835777024
top_similarity_d2v,2,-0.24283009101572264
top_similarity_d2v,2,-0.7907868466184229
top_similarity_d2v,2,-0.3147085356079161
top_similarity_d2v,2,-0.328955508572597
top_similarity_d2v,2,-0.3495853241334198
top_similarity_d2v,2,-0.30708509180991017
top_similarity_d2v,2,-0.3048323685828542
top_similarity_d2v,2,-0.23815374957272464
top_similarity_d2v,2,-0.23860261510897882
top_similarity_d2v,2,-0.23841465810476767
top_similarity_d2v,2,-0.23815374957272464
top_similarity_d2v,2,-0.23841465810476764
top_similarity_d2v,3,-0.19173681030138515
top_similarity_d2v,3,-6.964453944358731
top_similarity_d2v,3,-0.19326588990420276
top_similarity_d2v,3,-0.22149801842003675
top_similarity_d2v,3,-0.14231069050646755
top_similarity_d2v,3,-0.2767986479659239
top_similarity_d2v,3,-0.27245185940457445
top_similarity_d2v,3,-0.2882388832078436
top_similarity_d2v,3,-0.277393064031344
top_similarity_d2v,3,-0.2775348820937072
top_similarity_d2v,3,-0.2000698582912838
top_similarity_d2v,3,-0.22661992430957548
top_similarity_d2v,3,-0.2000643899613619
top_similarity_d2v,3,-0.2123829662148578
top_similarity_d2v,3,-0.21895967668399396
top_similarity_d2v,3,-0.20891858617945958
top_similarity_d2v,3,-0.19171981452795045
top_similarity_d2v,3,-0.21470710120557968
top_similarity_d2v,3,-0.1981529501946455
top_similarity_d2v,3,-0.2057495487199996
top_similarity_d2v,3,-1.3615588691894283
top_similarity_d2v,3,-1.347483988882921
top_similarity_d2v,3,-1.3677696299437223
top_similarity_d2v,3,-1.3725951396736193
top_similarity_d2v,3,-1.3693082790489826
top_similarity_d2v,4,-0.6726239790822571
top_similarity_d2v,4,-0.6860316576332679
top_similarity_d2v,4,-0.6946459027068329
top_similarity_d2v,4,-0.7058750352264491
top_similarity_d2v,4,-0.7020978907538833
top_similarity_d2v,4,-1.3647664036284288
top_similarity_d2v,4,-1.3708204115997058
top_similarity_d2v,4,-0.5441843751781061
top_similarity_d2v,4,-1.796596822966485
top_similarity_d2v,4,-1.7889979155191795
top_similarity_d2v,4,-0.6072769900621401
top_similarity_d2v,4,-1.6504252726492927
top_similarity_d2v,4,-0.6269910293202693
top_similarity_d2v,4,-2.3104083502181028
top_similarity_d2v,4,-0.5943065258428003
top_similarity_d2v,4,-2.213520295383445
top_similarity_d2v,4,-2.283315718927446
top_similarity_d2v,4,-0.7215274820168545
top_similarity_d2v,4,-2.0702570870802743
top_similarity_d2v,4,-0.41290196958300285
top_similarity_d2v,4,-0.5479022021207178
top_similarity_d2v,4,-2.3062260673701473
top_similarity_d2v,4,-0.6934259196274656
top_similarity_d2v,4,-0.5191145286310578
top_similarity_d2v,4,-0.44382274988269144
top_similarity_d2v,5,-0.10541964528533801
top_similarity_d2v,5,-0.12717694171007285
top_similarity_d2v,5,-0.10734862440285659
top_similarity_d2v,5,-0.10448690246509852
top_similarity_d2v,5,-0.1435272113433391
top_similarity_d2v,5,-0.1373923109711627
top_similarity_d2v,5,-0.1800956335929435
top_similarity_d2v,5,-0.14500773847581772
